dataset,seed,method,success_rate,median_distance,median_runtime_ms
iris_binary,19,treesat_exact,1.0,0.9242541372149454,0.04975000047124922
synthetic_20,0,nearest_neighbor,1.0,3.7056842037066833,0.030850002076476812
synthetic_20,0,random_search,1.0,1.6656318041539018,0.4766000056406483
synthetic_20,0,treesat_exact,1.0,0.6080232099081063,0.10140000085812062
synthetic_20,1,nearest_neighbor,1.0,3.779387358104943,0.02305000089108944
synthetic_20,1,random_search,1.0,1.4579164493692578,0.37429999792948365
synthetic_20,1,treesat_exact,1.0,0.5877469105850781,0.0746000005165115
synthetic_20,2,nearest_neighbor,1.0,3.3924136946996613,0.02370000584051013
synthetic_20,2,random_search,1.0,1.438088980139253,0.38315000711008906
synthetic_20,2,treesat_exact,1.0,0.43561999285189956,0.0737000082153827
synthetic_20,3,nearest_neighbor,1.0,3.484529141229417,0.028349997592158616
synthetic_20,3,random_search,1.0,1.2167582735321374,0.5041000113124028
synthetic_20,3,treesat_exact,1.0,0.5042710032170505,0.1110500015784055
synthetic_20,4,nearest_neighbor,1.0,3.7001704449964006,0.022599997464567423
synthetic_20,4,random_search,1.0,0.8369615385600183,0.37820001307409257
synthetic_20,4,treesat_exact,1.0,0.49653881436058706,0.076149997767061
synthetic_20,5,nearest_neighbor,1.0,3.7084817248412207,0.022549997083842754
synthetic_20,5,random_search,1.0,1.9375379411062972,0.3679000219563022
synthetic_20,5,treesat_exact,1.0,0.660692160200634,0.06834999658167362
synthetic_20,6,nearest_neighbor,1.0,3.444702650918563,0.023550004698336124
synthetic_20,6,random_search,1.0,1.3670294335097863,0.3863000019919127
synthetic_20,6,treesat_exact,1.0,0.4825237397986282,0.07494998862966895
synthetic_20,7,nearest_neighbor,1.0,3.7514206143169178,0.026749999960884452
synthetic_20,7,random_search,1.0,1.1838340441900066,0.40345000161323696
synthetic_20,7,treesat_exact,1.0,0.5247919272118022,0.102850011899136
synthetic_20,8,nearest_neighbor,1.0,3.756500521157981,0.02139998832717538
synthetic_20,8,random_search,1.0,1.6192884381924015,0.3704999980982393
synthetic_20,8,treesat_exact,1.0,0.6077486808365218,0.06844999734312296
synthetic_20,9,nearest_neighbor,1.0,3.3585342058267935,0.02300000051036477
synthetic_20,9,random_search,1.0,1.0602310870749148,0.36859999818261713
synthetic_20,9,treesat_exact,1.0,0.5537013280926657,0.07749999349471182
synthetic_20,10,nearest_neighbor,1.0,3.585362907083037,0.022249994799494743
synthetic_20,10,random_search,1.0,1.4599765097129345,0.36094999813940376
