dataset,seed,query_id,method,runtime_ms,distance_l2,success
breast_cancer,0,28,treesat_exact,0.051300001359777525,0.6518682802517526,1
breast_cancer,0,28,nearest_neighbor,0.012399999832268804,3.317515760495755,1
breast_cancer,0,28,random_search,0.3729999989445787,2.1864884782785854,1
breast_cancer,0,29,treesat_exact,0.05070000042906031,0.10576500453505502,1
breast_cancer,0,29,nearest_neighbor,0.0121000011858996,1.879008005968563,1
breast_cancer,0,29,random_search,0.38920000042708125,0.2849177238514318,1
breast_cancer,1,0,treesat_exact,0.09929999941959977,0.11840819688095766,1
breast_cancer,1,0,nearest_neighbor,0.02860000131477136,3.092306045452009,1
breast_cancer,1,0,random_search,0.4814000003534602,0.5531461687259154,1
breast_cancer,1,1,treesat_exact,0.06320000102277845,0.41897708632386016,1
breast_cancer,1,1,nearest_neighbor,0.018000000636675395,10.355741553106286,1
breast_cancer,1,1,random_search,0.4059999992023222,1.0762276837494684,1
breast_cancer,1,2,treesat_exact,0.05740000051446259,0.05862831127973887,1
breast_cancer,1,2,nearest_neighbor,0.017299998944508843,1.7673840900581756,1
breast_cancer,1,2,random_search,0.9742000002006534,0.2185676058867436,1
breast_cancer,1,3,treesat_exact,0.08740000157558825,0.29545028790354344,1
breast_cancer,1,3,nearest_neighbor,0.08680000064487103,4.025405180870878,1
breast_cancer,1,3,random_search,0.5488000006153015,1.2744814138681466,1
breast_cancer,1,4,treesat_exact,0.07519999962823931,0.5646212597571887,1
breast_cancer,1,4,nearest_neighbor,0.02409999979136046,2.564257807386424,1
breast_cancer,1,4,random_search,0.4116000000067288,1.7351251813110218,1
breast_cancer,1,5,treesat_exact,0.061199998526717536,0.7846146694443734,1
breast_cancer,1,5,nearest_neighbor,0.019199998860131018,6.0561760874776756,1
breast_cancer,1,5,random_search,0.39289999949687626,2.324399309058482,1
breast_cancer,1,6,treesat_exact,0.05539999983739108,0.5329194315805638,1
breast_cancer,1,6,nearest_neighbor,0.013299999409355223,3.5493494318223284,1
breast_cancer,1,6,random_search,0.3727999992406694,3.861313970183777,1
breast_cancer,1,7,treesat_exact,0.05380000038712751,0.3247841860779921,1
breast_cancer,1,7,nearest_neighbor,0.012900000001536682,3.31983733754593,1
breast_cancer,1,7,random_search,0.37539999902946874,1.640994545511272,1
breast_cancer,1,8,treesat_exact,0.05339999916031957,0.4772597160366726,1
breast_cancer,1,8,nearest_neighbor,0.01300000076298602,3.598233844412464,1
breast_cancer,1,8,random_search,0.38270000004558824,2.1508072528455706,1
breast_cancer,1,9,treesat_exact,0.06159999975352548,0.36766709393300195,1
breast_cancer,1,9,nearest_neighbor,0.01340000017080456,3.4192188595000075,1
breast_cancer,1,9,random_search,0.4095999993296573,1.2450054334466343,1
breast_cancer,1,10,treesat_exact,0.05760000021837186,1.801739755208003,1
breast_cancer,1,10,nearest_neighbor,0.018599999748403206,13.266825703860288,1
breast_cancer,1,10,random_search,0.3729999989445787,4.416171100720036,1
breast_cancer,1,11,treesat_exact,0.053499999921768904,0.2513382814275898,1
breast_cancer,1,11,nearest_neighbor,0.01320000046689529,3.7934747334783134,1
breast_cancer,1,11,random_search,0.37460000021383166,2.0581982804233823,1
breast_cancer,1,12,treesat_exact,0.052999999752501026,0.49836330367223514,1
breast_cancer,1,12,nearest_neighbor,0.01230000088980887,4.463788859574463,1
breast_cancer,1,12,random_search,0.37929999962216243,1.2476193024269475,1
breast_cancer,1,13,treesat_exact,0.051900000471505336,0.3478364584559366,1
breast_cancer,1,13,nearest_neighbor,0.012200000128359534,3.7111834919993734,1
breast_cancer,1,13,random_search,0.3811999995377846,1.0703952371130823,1
breast_cancer,1,14,treesat_exact,0.05300000157149043,0.45778356812393933,1
breast_cancer,1,14,nearest_neighbor,0.012399999832268804,5.476275763148334,1
breast_cancer,1,14,random_search,0.37030000021331944,1.7225227761056097,1
breast_cancer,1,15,treesat_exact,0.05199999941396527,0.5349609867397085,1
breast_cancer,1,15,nearest_neighbor,0.01230000088980887,6.842387785183736,1
breast_cancer,1,15,random_search,0.3659000012703473,2.473118353781084,1
breast_cancer,1,16,treesat_exact,0.05400000009103678,0.8656571986959428,1
breast_cancer,1,16,nearest_neighbor,0.01449999945180025,5.746477675052737,1
breast_cancer,1,16,random_search,0.392699999792967,3.7990120416191107,1
breast_cancer,1,17,treesat_exact,0.06209999992279336,0.5521832234263658,1
breast_cancer,1,17,nearest_neighbor,0.01779999911377672,5.797777153698367,1
breast_cancer,1,17,random_search,0.3764000011869939,1.9377494563586652,1
breast_cancer,1,18,treesat_exact,0.052400000640773214,0.6939136913749001,1
breast_cancer,1,18,nearest_neighbor,0.012399999832268804,4.15761828678728,1
breast_cancer,1,18,random_search,0.36560000080498867,1.8705313425646797,1
breast_cancer,1,19,treesat_exact,0.07999999979801942,0.4996288578875371,1
breast_cancer,1,19,nearest_neighbor,0.017099999240599573,2.9123605761976634,1
breast_cancer,1,19,random_search,0.37370000063674524,1.199384390948315,1
breast_cancer,1,20,treesat_exact,0.05109999983687885,0.5043184587766191,1
breast_cancer,1,20,nearest_neighbor,0.012000000424450263,3.880036533691969,1
breast_cancer,1,20,random_search,0.3789999991568038,1.5857123974827363,1
breast_cancer,1,21,treesat_exact,0.05229999987932388,0.8072809882882539,1
breast_cancer,1,21,nearest_neighbor,0.012200000128359534,5.186659490706587,1
breast_cancer,1,21,random_search,0.3713000005518552,3.628248729748842,1
breast_cancer,1,22,treesat_exact,0.052400000640773214,0.4431316254024377,1
breast_cancer,1,22,nearest_neighbor,0.01230000088980887,3.789798973818775,1
breast_cancer,1,22,random_search,0.3782999992836267,1.1715779146352017,1
breast_cancer,1,23,treesat_exact,0.05030000102124177,0.7061849216913428,1
breast_cancer,1,23,nearest_neighbor,0.012099999366910197,3.300422099974699,1
breast_cancer,1,23,random_search,0.3752000011445489,2.193983945718439,1
breast_cancer,1,24,treesat_exact,0.06500000017695129,0.2278724059351941,1
breast_cancer,1,24,nearest_neighbor,0.01590000101714395,4.213205472701538,1
breast_cancer,1,24,random_search,0.6250000005820766,0.7549423521098283,1
breast_cancer,1,25,treesat_exact,0.10850000035134144,0.6919425180619645,1
breast_cancer,1,25,nearest_neighbor,0.025000001187436283,4.775670298241732,1
breast_cancer,1,25,random_search,0.4152999990765238,2.0815099497671175,1
breast_cancer,1,26,treesat_exact,0.058900001022266224,0.5132585046944843,1
breast_cancer,1,26,nearest_neighbor,0.01610000072105322,3.7673728185113116,1
breast_cancer,1,26,random_search,0.38069999936851673,2.1679132437932025,1
breast_cancer,1,27,treesat_exact,0.05500000042957254,0.6175758240455943,1
breast_cancer,1,27,nearest_neighbor,0.05710000004910398,2.5684619630076138,1
breast_cancer,1,27,random_search,0.44860000161861535,2.289267880377229,1
breast_cancer,1,28,treesat_exact,0.06450000000768341,1.1422825616073742,1
breast_cancer,1,28,nearest_neighbor,0.01990000055229757,10.019729422107474,1
breast_cancer,1,28,random_search,0.3825999992841389,4.306025040340242,1
breast_cancer,1,29,treesat_exact,0.05559999954130035,0.7886874456347553,1
breast_cancer,1,29,nearest_neighbor,0.013300001228344627,3.358325947095865,1
breast_cancer,1,29,random_search,0.37060000067867804,3.2878843934596222,1
breast_cancer,2,0,treesat_exact,0.12000000060652383,0.7168761105379724,1
breast_cancer,2,0,nearest_neighbor,0.02029999996011611,3.242808430019889,1
breast_cancer,2,0,random_search,0.4337999998824671,2.257890435821239,1
breast_cancer,2,1,treesat_exact,0.05850000161444768,0.1985887968311434,1
