dataset,seed,query_id,noise_sigma,runtime_ms,success,distance_l2,clean_distance_l2,distance_inflation
breast_cancer,1,6,0.1,0.15390000771731138,1,0.4489525297587503,0.5314588521081326,0.8447550134462803
breast_cancer,1,7,0.0,0.1576000067871064,1,1.801739755208003,1.801739755208003,1.0
breast_cancer,1,7,0.01,0.17300000763498247,1,1.811446397740775,1.801739755208003,1.0053873721244784
breast_cancer,1,7,0.03,0.15809998149052262,1,1.8392314405509222,1.801739755208003,1.0208086019274139
breast_cancer,1,7,0.05,0.13910001143813133,1,1.6918134914701506,1.801739755208003,0.9389888226531573
breast_cancer,1,7,0.1,0.1391999830957502,1,1.7793480769564511,1.801739755208003,0.9875721906080899
breast_cancer,1,8,0.0,0.13719999697059393,1,0.7081354982377523,0.7081354982377523,1.0
breast_cancer,1,8,0.01,0.13719999697059393,1,0.7090585995140686,0.7081354982377523,1.0013035658833844
breast_cancer,1,8,0.03,0.1343000039923936,1,0.7235512670999789,0.7081354982377523,1.0217695185463656
breast_cancer,1,8,0.05,0.13679999392479658,1,0.6736661410551558,0.7081354982377523,0.9513237829929778
breast_cancer,1,8,0.1,0.14960000407882035,1,0.6782585335554372,0.7081354982377523,0.9578089719316908
breast_cancer,1,9,0.0,0.12450001668184996,1,0.16846611729516053,0.16846611729516053,1.0
breast_cancer,1,9,0.01,0.12519999290816486,1,0.16773519503758572,0.16846611729516053,0.9956613100051792
breast_cancer,1,9,0.03,0.35039999056607485,1,0.16276010702328644,0.16846611729516053,0.9661296267552906
breast_cancer,1,9,0.05,0.08590001380071044,1,0.12886955958499938,0.16846611729516053,0.7649583290342821
breast_cancer,1,9,0.1,0.0672000169288367,1,0.1708858343780773,0.16846611729516053,1.0143632269904892
breast_cancer,1,10,0.0,0.05959998816251755,1,0.5097492375747783,0.5097492375747783,1.0
breast_cancer,1,10,0.01,0.11480000102892518,1,0.5154656313762368,0.5097492375747783,1.0112141291837047
breast_cancer,1,10,0.03,0.07770000956952572,1,0.5531388466997231,0.5097492375747783,1.0851195174540693
breast_cancer,1,10,0.05,0.06849999772384763,1,0.5402522249058025,0.5097492375747783,1.05983920147904
breast_cancer,1,10,0.1,0.06070002564229071,1,0.6131742218345361,0.5097492375747783,1.202893847868847
breast_cancer,1,11,0.0,0.05590001819655299,1,0.6249127977776202,0.6249127977776202,1.0
breast_cancer,1,11,0.01,0.053499999921768904,1,0.6277987471135361,0.6249127977776202,1.0046181632800275
breast_cancer,1,11,0.03,0.05269999383017421,1,0.6050662852314622,0.6249127977776202,0.968241148818302
breast_cancer,1,11,0.05,0.05150001379661262,1,0.6561115958890313,0.6249127977776202,1.049925042697739
breast_cancer,1,11,0.1,0.05140001303516328,1,0.621700161852649,0.6249127977776202,0.994859065238548
breast_cancer,1,12,0.0,0.05190001684240997,1,0.6485156893586279,0.6485156893586279,1.0
breast_cancer,1,12,0.01,0.05160001455806196,1,0.6537981326298641,0.6485156893586279,1.0081454363524505
breast_cancer,1,12,0.03,0.05120001151226461,1,0.6348758013174155,0.6485156893586279,0.9789675280567197
breast_cancer,1,12,0.05,0.05060000694356859,1,0.6668288678599368,0.6485156893586279,1.0282386051745647
breast_cancer,1,12,0.1,0.0501000031363219,1,0.6624885043362675,0.6485156893586279,1.021545839533132
breast_cancer,1,13,0.0,0.09099999442696571,1,1.256126438451762,1.256126438451762,1.0
breast_cancer,1,13,0.01,0.08440000237897038,1,1.262606631435417,1.256126438451762,1.0051588699873573
breast_cancer,1,13,0.03,0.08070000330917537,1,1.324171363732011,1.256126438451762,1.0541704427176277
breast_cancer,1,13,0.05,0.08100000559352338,1,1.2586549333456896,1.256126438451762,1.0020129302405607
breast_cancer,1,13,0.1,0.07919999188743532,1,1.4462425681109168,1.256126438451762,1.1513511091236024
breast_cancer,1,14,0.0,0.05050000618211925,1,1.1422825616073742,1.1422825616073742,1.0
breast_cancer,1,14,0.01,0.0509000092279166,1,1.1441877956371207,1.1422825616073742,1.001667918336305
breast_cancer,1,14,0.03,0.05050000618211925,1,1.1581233801122393,1.1422825616073742,1.013867688291218
breast_cancer,1,14,0.05,0.05050000618211925,1,1.1222847660557131,1.1422825616073742,0.9824931271615309
breast_cancer,1,14,0.1,0.04980000085197389,1,1.1053060407135704,1.1422825616073742,0.967629269555011
breast_cancer,1,15,0.0,0.04980000085197389,1,0.5183842565582536,0.5183842565582536,1.0
breast_cancer,1,15,0.01,0.05020000389777124,1,0.5243211112784443,0.5183842565582536,1.011452613857542
breast_cancer,1,15,0.03,0.050000002374872565,1,0.4966719216048715,0.5183842565582536,0.9581153658146596
breast_cancer,1,15,0.05,0.048900023102760315,1,0.4844210163216992,0.5183842565582536,0.9344825005642552
breast_cancer,1,15,0.1,0.05020000389777124,1,0.6247436405771009,0.5183842565582536,1.2051747958647643
breast_cancer,1,16,0.0,0.048999994760379195,1,0.40166599051570345,0.40166599051570345,1.0
breast_cancer,1,16,0.01,0.048200017772614956,1,0.3999228731877682,0.40166599051570345,0.9956602815047965
breast_cancer,1,16,0.03,0.049700000090524554,1,0.4285896794045035,0.40166599051570345,1.0670300436794073
breast_cancer,1,16,0.05,0.04870002157986164,1,0.3796439673170914,0.40166599051570345,0.9451732939342518
breast_cancer,1,16,0.1,0.049200025387108326,1,0.34711420847161495,0.40166599051570345,0.8641862061210389
breast_cancer,1,17,0.0,0.048999994760379195,1,0.18799887449659475,0.18799887449659475,1.0
breast_cancer,1,17,0.01,0.05259999306872487,1,0.1935902276399999,0.18799887449659475,1.0297414181780455
breast_cancer,1,17,0.03,0.050000002374872565,1,0.14101154432386648,0.18799887449659475,0.750065896412697
breast_cancer,1,17,0.05,0.04949999856762588,1,0.09309194936533266,0.18799887449659475,0.49517290789429086
breast_cancer,1,17,0.1,0.04939999780617654,1,0.17853598301785512,0.18799887449659475,0.9496651695172195
breast_cancer,1,18,0.0,0.04889999399892986,1,0.249385145956753,0.249385145956753,1.0
breast_cancer,1,18,0.01,0.04949999856762588,1,0.266813296664641,0.249385145956753,1.0698844778466086
