query_key,exact,brute,optimality_gap
breast_cancer|0|0,0.4938773487606004,0.4938773487606004,0.0
breast_cancer|0|1,0.21123522013801876,0.21123522013801876,0.0
breast_cancer|0|2,0.05875778024951207,0.05875778024951207,0.0
breast_cancer|0|3,0.5373484614895128,0.5373484614895128,0.0
breast_cancer|0|4,0.7307506032333566,0.7307506032333566,0.0
breast_cancer|0|5,0.336711435188462,0.336711435188462,0.0
breast_cancer|0|6,0.10256883096772432,0.10256883096772432,0.0
breast_cancer|0|7,0.2684882675333335,0.2684882675333335,0.0
breast_cancer|0|8,0.3949219319977215,0.3949219319977215,0.0
breast_cancer|0|9,0.2434758882399989,0.2434758882399989,0.0
breast_cancer|0|10,0.16746067382926758,0.16746067382926758,0.0
breast_cancer|0|11,0.5895794273662069,0.5895794273662069,0.0
breast_cancer|0|12,1.2938651583713154,1.2938651583713154,0.0
breast_cancer|0|13,0.425407329259357,0.425407329259357,0.0
breast_cancer|0|14,0.5220638778202904,0.5220638778202904,0.0
breast_cancer|0|15,0.31486459256685073,0.31486459256685073,0.0
breast_cancer|0|16,1.0475842573295777,1.0475842573295777,0.0
breast_cancer|0|17,0.7215512337198684,0.7215512337198684,0.0
breast_cancer|0|18,0.16116241411264456,0.16116241411264456,0.0
breast_cancer|0|19,0.6307045061798342,0.6307045061798342,0.0
breast_cancer|0|20,0.06758120328036848,0.06758120328036848,0.0
breast_cancer|0|21,0.32199363596620056,0.32199363596620056,0.0
breast_cancer|0|22,0.3925036715034334,0.3925036715034334,0.0
breast_cancer|0|23,1.2141057228053438,1.2141057228053438,0.0
breast_cancer|0|24,1.578995182582068,1.578995182582068,0.0
breast_cancer|0|25,0.11298316869614333,0.11298316869614333,0.0
breast_cancer|0|26,0.18034580731414385,0.18034580731414385,0.0
breast_cancer|0|27,0.3663557600777536,0.3663557600777536,0.0
breast_cancer|0|28,0.5607038002007222,0.5607038002007222,0.0
breast_cancer|0|29,0.5525596180737204,0.5525596180737204,0.0
breast_cancer|0|30,0.4293525107978276,0.4293525107978276,0.0
breast_cancer|0|31,1.1548934500081445,1.1548934500081445,0.0
breast_cancer|0|32,0.20389494274672273,0.20389494274672273,0.0
breast_cancer|0|33,0.5567849650854064,0.5567849650854064,0.0
breast_cancer|0|34,0.5371907895088275,0.5371907895088275,0.0
breast_cancer|0|35,0.28754801199595126,0.28754801199595126,0.0
breast_cancer|0|36,0.11751556052971467,0.11751556052971467,0.0
breast_cancer|0|37,0.9414243120268253,0.9414243120268253,0.0
breast_cancer|0|38,0.42321201296213123,0.42321201296213123,0.0
breast_cancer|0|39,2.071331461736977,2.071331461736977,0.0
breast_cancer|0|40,0.5404908611848829,0.5404908611848829,0.0
breast_cancer|0|41,0.7282093039716745,0.7282093039716745,0.0
breast_cancer|0|42,0.6260864702825698,0.6260864702825698,0.0
breast_cancer|0|43,0.26411722239020097,0.26411722239020097,0.0
breast_cancer|0|44,0.5967983341575781,0.5967983341575781,0.0
breast_cancer|0|45,0.38765629168756727,0.38765629168756727,0.0
breast_cancer|0|46,0.005617907741239991,0.005617907741239991,0.0
breast_cancer|0|47,0.3490222148950938,0.3490222148950938,0.0
breast_cancer|0|48,0.5728893577626658,0.5728893577626658,0.0
breast_cancer|0|49,0.5487274734846268,0.5487274734846268,0.0
breast_cancer|0|50,0.5457645603241015,0.5457645603241015,0.0
breast_cancer|0|51,0.9094039413296275,0.9094039413296275,0.0
breast_cancer|0|52,0.7172509503336002,0.7172509503336002,0.0
breast_cancer|0|53,0.11457867157708532,0.11457867157708532,0.0
breast_cancer|0|54,0.4130681954005144,0.4130681954005144,0.0
breast_cancer|0|55,0.36723612672057565,0.36723612672057565,0.0
breast_cancer|0|56,1.4087692462502133,1.4087692462502133,0.0
breast_cancer|0|57,0.6518682802517526,0.6518682802517526,0.0
breast_cancer|0|58,0.3814686572949634,0.3814686572949634,0.0
breast_cancer|0|59,0.6838377246135393,0.6838377246135393,0.0
breast_cancer|1|0,0.6456474522710566,0.6456474522710566,0.0
breast_cancer|1|1,0.5521832234263658,0.5521832234263658,0.0
breast_cancer|1|2,1.7351074800619901,1.7351074800619901,0.0
breast_cancer|1|3,0.8656571986959428,0.8656571986959428,0.0
breast_cancer|1|4,0.37395371433694985,0.37395371433694985,0.0
breast_cancer|1|5,0.16114772205702046,0.16114772205702046,0.0
breast_cancer|1|6,0.22130607011452197,0.22130607011452197,0.0
breast_cancer|1|7,0.08434138148881498,0.08434138148881498,0.0
breast_cancer|1|8,1.597279438636838,1.597279438636838,0.0
breast_cancer|1|9,0.968394786760493,0.968394786760493,0.0
breast_cancer|1|10,0.16846611729516053,0.16846611729516053,0.0
breast_cancer|1|11,0.5109336683572074,0.5109336683572074,0.0
breast_cancer|1|12,0.26381326466382354,0.26381326466382354,0.0
breast_cancer|1|13,0.5009642059907823,0.5009642059907823,0.0
breast_cancer|1|14,0.18144690202519453,0.18144690202519453,0.0
breast_cancer|1|15,0.5043184587766191,0.5043184587766191,0.0
breast_cancer|1|16,0.11281941889259056,0.11281941889259056,0.0
breast_cancer|1|17,0.7408055283856824,0.7408055283856824,0.0
breast_cancer|1|18,0.4788277054308234,0.4788277054308234,0.0
breast_cancer|1|19,0.9009453939853403,0.9009453939853403,0.0
breast_cancer|1|20,1.2307504824040003,1.2307504824040003,0.0
breast_cancer|1|21,0.595893941299523,0.595893941299523,0.0
breast_cancer|1|22,0.5506077327679721,0.5506077327679721,0.0
breast_cancer|1|23,0.33601132619081153,0.33601132619081153,0.0
breast_cancer|1|24,0.6749868195258072,0.6749868195258072,0.0
breast_cancer|1|25,0.7456627534875329,0.7456627534875329,0.0
breast_cancer|1|26,0.590764507642914,0.590764507642914,0.0
breast_cancer|1|27,0.38917419028351596,0.38917419028351596,0.0
breast_cancer|1|28,0.5921073586642704,0.5921073586642704,0.0
breast_cancer|1|29,0.353050713169597,0.353050713169597,0.0
breast_cancer|1|30,0.0952082815829447,0.0952082815829447,0.0
breast_cancer|1|31,0.72163199945425,0.72163199945425,0.0
breast_cancer|1|32,0.45778356812393933,0.45778356812393933,0.0
breast_cancer|1|33,0.27623999638193997,0.27623999638193997,0.0
breast_cancer|1|34,0.6280923640732673,0.6280923640732673,0.0
breast_cancer|1|35,0.4450896731083827,0.4450896731083827,0.0
breast_cancer|1|36,0.4431316254024377,0.4431316254024377,0.0
breast_cancer|1|37,0.3518233900077362,0.3518233900077362,0.0
breast_cancer|1|38,0.27424792698065326,0.27424792698065326,0.0
breast_cancer|1|39,0.3856143299730153,0.3856143299730153,0.0
breast_cancer|1|40,1.801739755208003,1.801739755208003,0.0
breast_cancer|1|41,0.2513382814275898,0.2513382814275898,0.0
breast_cancer|1|42,1.30901532419562,1.30901532419562,0.0
breast_cancer|1|43,1.0158696383921817,1.0158696383921817,0.0
breast_cancer|1|44,0.6485156893586279,0.6485156893586279,0.0
breast_cancer|1|45,1.0200179263988343,1.0200179263988343,0.0
breast_cancer|1|46,0.5812212394729329,0.5812212394729329,0.0
breast_cancer|1|47,0.9448195165469697,0.9448195165469697,0.0
breast_cancer|1|48,0.38797224353834614,0.38797224353834614,0.0
breast_cancer|1|49,0.6371891517326506,0.6371891517326506,0.0
breast_cancer|1|50,0.7153492183546948,0.7153492183546948,0.0
breast_cancer|1|51,0.9237105190675914,0.9237105190675914,0.0
breast_cancer|1|52,0.6249127977776202,0.6249127977776202,0.0
breast_cancer|1|53,0.5578600956981274,0.5578600956981274,0.0
breast_cancer|1|54,0.6175758240455943,0.6175758240455943,0.0
breast_cancer|1|55,0.10988904435475022,0.10988904435475022,0.0
breast_cancer|1|56,0.49787163479337004,0.49787163479337004,0.0
breast_cancer|1|57,0.1347858323649499,0.1347858323649499,0.0
breast_cancer|1|58,0.2406007020378058,0.2406007020378058,0.0
breast_cancer|1|59,0.2033689937403995,0.2033689937403995,0.0
breast_cancer|2|0,1.0806293945427616,1.0806293945427616,0.0
breast_cancer|2|1,0.9989176494065921,0.9989176494065921,0.0
breast_cancer|2|2,0.3878828578922162,0.3878828578922162,0.0
breast_cancer|2|3,0.4678259372664817,0.4678259372664817,0.0
breast_cancer|2|4,0.5298030898982314,0.5298030898982314,0.0
breast_cancer|2|5,1.080658386656138,1.080658386656138,0.0
breast_cancer|2|6,2.122204207581915,2.122204207581915,0.0
breast_cancer|2|7,0.6207025812649948,0.6207025812649948,0.0
breast_cancer|2|8,0.9534616784323857,0.9534616784323857,0.0
breast_cancer|2|9,0.27127821939868957,0.27127821939868957,0.0
breast_cancer|2|10,0.7383240207340503,0.7383240207340503,0.0
breast_cancer|2|11,0.5213021126228888,0.5213021126228888,0.0
breast_cancer|2|12,0.36141413276792433,0.36141413276792433,0.0
breast_cancer|2|13,1.1309023964184663,1.1309023964184663,0.0
breast_cancer|2|14,0.09498325795684792,0.09498325795684792,0.0
breast_cancer|2|15,0.9911613492521238,0.9911613492521238,0.0
breast_cancer|2|16,0.7168761105379724,0.7168761105379724,0.0
breast_cancer|2|17,1.8132116177337438,1.8132116177337438,0.0
breast_cancer|2|18,0.7237706105203622,0.7237706105203622,0.0
breast_cancer|2|19,0.5867741209232253,0.5867741209232253,0.0
breast_cancer|2|20,0.6658853121011925,0.6658853121011925,0.0
breast_cancer|2|21,0.2896210764673129,0.2896210764673129,0.0
breast_cancer|2|22,0.5807496965523196,0.5807496965523196,0.0
breast_cancer|2|23,0.2943987631721253,0.2943987631721253,0.0
breast_cancer|2|24,1.974980361937399,1.974980361937399,0.0
breast_cancer|2|25,0.5416607777460672,0.5416607777460672,0.0
breast_cancer|2|26,1.6520641004546865,1.6520641004546865,0.0
breast_cancer|2|27,0.13452164960627966,0.13452164960627966,0.0
breast_cancer|2|28,0.1918658712856013,0.1918658712856013,0.0
breast_cancer|2|29,0.8130882787870883,0.8130882787870883,0.0
breast_cancer|2|30,0.5449630364149534,0.5449630364149534,0.0
breast_cancer|2|31,0.7158716248396217,0.7158716248396217,0.0
breast_cancer|2|32,1.305607283632585,1.305607283632585,0.0
breast_cancer|2|33,0.6341460160341168,0.6341460160341168,0.0
breast_cancer|2|34,0.29040674120695154,0.29040674120695154,0.0
breast_cancer|2|35,0.5131514767299207,0.5131514767299207,0.0
breast_cancer|2|36,0.1063522378864573,0.1063522378864573,0.0
breast_cancer|2|37,1.358062238698435,1.358062238698435,0.0
breast_cancer|2|38,0.06290824722378752,0.06290824722378752,0.0
breast_cancer|2|39,0.5949835986673419,0.5949835986673419,0.0
breast_cancer|2|40,0.9267276584803036,0.9267276584803036,0.0
breast_cancer|2|41,0.777024742965618,0.777024742965618,0.0
breast_cancer|2|42,0.49903478884136887,0.49903478884136887,0.0
breast_cancer|2|43,1.508411805705599,1.508411805705599,0.0
breast_cancer|2|44,0.4826164735203369,0.4826164735203369,0.0
breast_cancer|2|45,0.6160568066599189,0.6160568066599189,0.0
breast_cancer|2|46,0.009555348180530387,0.009555348180530387,0.0
breast_cancer|2|47,0.18211700914334744,0.18211700914334744,0.0
breast_cancer|2|48,0.5669673995356873,0.5669673995356873,0.0
breast_cancer|2|49,0.29454241827745525,0.29454241827745525,0.0
breast_cancer|2|50,0.5993498166945225,0.5993498166945225,0.0
breast_cancer|2|51,0.1747579465076883,0.1747579465076883,0.0
breast_cancer|2|52,0.6712001411727102,0.6712001411727102,0.0
breast_cancer|2|53,0.00990337553326559,0.00990337553326559,0.0
breast_cancer|2|54,0.5012976088252505,0.5012976088252505,0.0
breast_cancer|2|55,0.6962350186145605,0.6962350186145605,0.0
breast_cancer|2|56,0.5646202887795821,0.5646202887795821,0.0
breast_cancer|2|57,1.0287967995257774,1.0287967995257774,0.0
breast_cancer|2|58,0.7297830906209709,0.7297830906209709,0.0
breast_cancer|2|59,0.8348341508289024,0.8348341508289024,0.0
breast_cancer|3|0,1.2170502119213384,1.2170502119213384,0.0
breast_cancer|3|1,1.399411213348215,1.399411213348215,0.0
breast_cancer|3|2,0.23013377326650566,0.23013377326650566,0.0
breast_cancer|3|3,1.7350387080292842,1.7350387080292842,0.0
breast_cancer|3|4,3.326433997299832,3.326433997299832,0.0
breast_cancer|3|5,0.199350645753224,0.199350645753224,0.0
breast_cancer|3|6,2.6626282132492105,2.6626282132492105,0.0
breast_cancer|3|7,1.278217722792614,1.278217722792614,0.0
breast_cancer|3|8,0.7408106428610225,0.7408106428610225,0.0
breast_cancer|3|9,0.6622974846905593,0.6622974846905593,0.0
breast_cancer|3|10,1.9303881032276808,1.9303881032276808,0.0
breast_cancer|3|11,0.496429528319914,0.496429528319914,0.0
breast_cancer|3|12,0.8925413502930906,0.8925413502930906,0.0
breast_cancer|3|13,0.45727879654764353,0.45727879654764353,0.0
breast_cancer|3|14,5.156775301673468,5.156775301673468,0.0
breast_cancer|3|15,0.6373495980273078,0.6373495980273078,0.0
breast_cancer|3|16,0.3694077727973709,0.3694077727973709,0.0
breast_cancer|3|17,3.550231453783,3.550231453783,0.0
breast_cancer|3|18,0.5547130571759512,0.5547130571759512,0.0
breast_cancer|3|19,2.78628592476042,2.78628592476042,0.0
breast_cancer|3|20,0.970523874862782,0.970523874862782,0.0
breast_cancer|3|21,2.05690967384211,2.05690967384211,0.0
breast_cancer|3|22,0.33663654151806455,0.33663654151806455,0.0
breast_cancer|3|23,0.1733485180881467,0.1733485180881467,0.0
breast_cancer|3|24,0.3317512821918166,0.3317512821918166,0.0
breast_cancer|3|25,1.374825140591186,1.374825140591186,0.0
breast_cancer|3|26,0.34710259924191256,0.34710259924191256,0.0
breast_cancer|3|27,4.0581735057085995,4.0581735057085995,0.0
breast_cancer|3|28,0.20293714612082103,0.20293714612082103,0.0
breast_cancer|3|29,1.318331379684114,1.318331379684114,0.0
breast_cancer|3|30,0.5648738075755506,0.5648738075755506,0.0
breast_cancer|3|31,1.1453709055885484,1.1453709055885484,0.0
breast_cancer|3|32,1.1427472383722486,1.1427472383722486,0.0
